INDEX,ADDRESS,ADMINISTRATOR,CITY,FACILITY_TYPE,NAME,PHONE,ST,ZIP,OWNER,lat,long
1861,7420 W St Clair St Apt B,Tanya Oliver,Indianapolis,Personal Care Service Agency,Above Care Personal Care Services Llc,(317)400-1786,IN,46214,,39.77616245,-86.29115394880074
1862,3901 W 86Th Street Ste 360,Arnetta Mickens,Indianapolis,Personal Care Service Agency,Above Helping Hands Home Care Llc,(317)342-3400,IN,46268,,39.910821150000004,-86.22745709640805
1863,12209 Bufflehead Run,Donald Maurice Jr,Fort Wayne,Personal Care Service Agency,Absolute Angels,(260)715-7777,IN,46845,,41.1964639,-85.0594687
1864,4555 Northwestern Dr Ste 1B,Marina Nazarov,Zionsville,Personal Care Service Agency,Absolute Caregivers Llc,(317)313-3527,IN,46077,,39.9365603,-86.2360834
1865,15208 Cumberland Road,,Noblesville,Personal Care Service Agency,Absolute Caregiving Llc,Tel: (317)384-9962,IN,46060,,39.927292576875644,-85.99500044282053
1866,2346 S Lynhurst Drive  Suite B205,Tiffany Graves,Indianapolis,Personal Care Service Agency,Absolute Golden Care Inc,(317)222-9262,IN,46241,,39.7331719,-86.2516416
1867,4937 W Jamestown Trce,Erica Black,New Palestine,Personal Care Service Agency,Absolute Love Home Care Llc,(317)403-5018,IN,46163,,39.76217311668005,-85.89418097541369
1868,1262 Center Ross Rd,Taundra Washington,Crown Point,Personal Care Service Agency,Abundance Home Care Llc,(219)487-3459,IN,46307,,41.43483028367357,-87.34861946839722
1869,13313 N Etna Green Drive,Lanetia Wooldridge,Camby,Personal Care Service Agency,Abundance Home Care Services Llc,(317)319-8092,IN,46113,,39.63263645,-86.11988842388108
1870,4601 Brown Rd,Kendra Brooks,Indianapolis,Personal Care Service Agency,Abundance Of Care Llc,(317)654-2179,IN,46226,,39.840715700000004,-86.09359479512341
1871,9080 Teaneck Dr,Kiera Garrard,Fishers,Personal Care Service Agency,Abundance Of Love Home Services Llc,(317)605-2203,IN,46038,,39.97632495,-86.00921885000001
1872,1187 Lakeshore Drive,Cherelle Pruitt,Greenwood,Personal Care Service Agency,Abundance Of Love Homecare Llc,(463)246-4796,IN,46143,,39.58640690592541,-86.13836564634006
1873,11430 Hartwell St,Ronda Davis,Indianapolis,Personal Care Service Agency,Abundance Touch Of Love Llc,(317)496-2950,IN,46235,,39.84966645,-85.96409329502671
1874,7616 Polk Court,Jameisha Harris,Merrillville,Personal Care Service Agency,Abundant Home Care Llc,(219)336-6727,IN,46410,,41.50944138463972,-87.34903
1875,3302 E 33Rd St,Latia Higgins,Indianapolis,Personal Care Service Agency,Abundant Joy Home Care Llc,(317)909-4741,IN,46218,,39.8168124,-86.10875456994387
1876,2621 Boulevard Place,Tiara Robinson,Indianapolis,Personal Care Service Agency,Abundant Life Collaborative Care Llc,(463)273-5658,IN,46208,,39.8048797,-86.1627224
1877,8201 Castle Farms Road,Danyae Brandon,Indianapolis,Personal Care Service Agency,Abundant Life Home Care Llc,(317)737-6528,IN,46256,,39.9056623,-86.0267221
1878,10646 Pollard Park,Jamela Mcdaniel,Indianapolis,Personal Care Service Agency,Abundant Love Homecare Llc,(317)961-9394,IN,46234,,39.849939569621,-86.334497322452
1879,9249 Rochelle Drive,Sophia Render,Indianapolis,Personal Care Service Agency,Acae Caring For You Llc,(317)677-6901,IN,46235,,39.818968850000005,-86.00345676142462
1880,7978 Welchwood Dr,Aichatou Gakoye,Indianapolis,Personal Care Service Agency,Accent Home Care Llc,(317)603-4840,IN,46260,,39.8991246,-86.192578
1881,8398 Mississippi St,Sarah Lankford,Merrillville,Personal Care Service Agency,Accessabilities Inc,(219)755-4049,IN,46410,,41.466238,-87.316555
1882,4692 Duffy Road,Debra Baker,Floyds Knobs,Personal Care Service Agency,Accessicare Llc,(812)725-3843,IN,47119,,38.30938306738414,-85.89803787928712
1883,101 West Ohio Street Ste 2008,Michael Taylor,Indianapolis,Personal Care Service Agency,Accordia Home Care Llc,(317)331-8399,IN,46226,,39.7696933,-86.16021875082977
1884,11351 Roundwood Court,Benae Houston,Indianapolis,Personal Care Service Agency,Accucare Home Care Llc,(317)603-4535,IN,46235,,39.828568849999996,-85.96458075027832
1885,5724 Green Street 2Nd Floor Ste 260,Abdikafi Mohamed,Brownsburg,Personal Care Service Agency,Ace Care Llc,(651)210-6397,IN,46112,,39.8469385,-86.3969764
1886,"303 Congressional Blvd, Suite 200",Mohamed Hassan,Carmel,Personal Care Service Agency,Ace Home Care Llc,(317)666-2200,IN,46032,,39.958489270438,-86.152472698784
1887,8202 Clearvista Parkway Suite 6A,Bradley Martin,Indianapolis,Personal Care Service Agency,"Achieve Community Services, Inc",(317)409-3616,IN,46256,,39.905273741826,-86.039621983164
1888,5835 Jessica Ave,Terria Conwell,Portage,Personal Care Service Agency,Acl Home Care Llc,(219)706-9090,IN,46368,,41.545097,-87.18860475
1889,5330 Dr Martin Luther King Jr Blvd Suite E,Vazjohn Cardell Dye,Anderson,Personal Care Service Agency,Acl Medical Staffing And Home Care Services Llc,(765)356-4111,IN,46013,,33.4875213,-89.7566436904089
1890,"7202 N Shadeland Ave, Suite 115",Olukemi Acquaye,Indianapolis,Personal Care Service Agency,Acquaye Robinson Homecare Llc,(463)294-8144,IN,46250,,39.884966939028,-86.046191290827
1891,5724 Green Street 2Nd Floor Suite 252,Mohamed Abdulle,Brownsburg,Personal Care Service Agency,Active Assist Homecare Llc,(317)551-0517,IN,46112,,,
1892,5625 Sunnyside Rd Suite 104,Shannon Fox,Indianapolis,Personal Care Service Agency,Active Seniors Home Care Llc,(317)499-9147,IN,46235,,39.856269686829,-85.972575635221
1893,2596 Fall Court,Ifeoluwa Akintayo,Indianapolis,Personal Care Service Agency,Activecare Llc,(317)603-1206,IN,46229,,39.80614742076199,-85.95189080079767
1894,16015 Black Willow Lane,Morgan Opasanyah,Fishers,Personal Care Service Agency,Actual Home Care Llc,(317)987-0900,IN,46040,,39.92949329524061,-85.87750968949125
1895,50 W Washington Street,,Columbus,Personal Care Service Agency,Adaptive Companion Care Services Llc,Tel: (812)314-2205,IN,47201,,41.8841861,-87.630207497553
1896,4428 N Bolton Avenue,Rochelle Washington,Indianapolis,Personal Care Service Agency,Adc Home Care Llc,(317)991-6769,IN,46226,,39.837626400000005,-86.06801237467931
1897,4315 Lesley Avenue,Melissa Wineinger,Indianapolis,Personal Care Service Agency,Adele Home Care Llc,(317)717-6178,IN,46226,,39.83583125,-86.07241755075916
1898,1109 Newgate Circle,Oluwole Okeowo,Indianapolis,Personal Care Service Agency,Adequate Care Services Llc,(319)333-3332,IN,46231,,39.746518844834625,-86.33071510933142
1899,6745 Gray Rd Suite K,India Lewis,Indianapolis,Personal Care Service Agency,Adequate Home Care Llc,(317)731-3738,IN,46237,,39.6665064,-86.0962262502155
1900,3041 E 38Th St Suite B,Shadava Anderson,Indianapolis,Personal Care Service Agency,Admirable Aide Home Care Llc,(317)689-2729,IN,46218,,39.8250985,-86.11214777469651
1901,3015 N Pennsylvania St Apt 9,Angela Anderson,Indianapolis,Personal Care Service Agency,Adorable Homecare Llc,(317)496-6875,IN,46205,,39.810764750000004,-86.15518582513381
1902,10255 Lone Wolf Dr,Dazhane Turentine,Indianapolis,Personal Care Service Agency,Adore Loving Home Care Llc,(317)590-7572,IN,46235,,39.83954345,-85.9858266023017
1903,940 Kenwood Ave Unit 503,Sheila Flemons,Hammond,Personal Care Service Agency,Adore You Homecare Services Llc,(219)433-3100,IN,46320,,41.7132737,-86.8675718
1904,9777 Trevia Dr,Veaon Shelton,Indianapolis,Personal Care Service Agency,Adoring Hands Home Care Agency Inc,(317)748-2246,IN,46236,,39.8759761,-85.99548925156168
1905,2437 Liatris Drive,Azeezat Badmas,Plainfield,Personal Care Service Agency,Adoring Home Care Llc,(317)671-9309,IN,46168,,39.73160224281797,-86.37199673898577
1906,3027 Armory Dr,Patrice Frink,Indianapolis,Personal Care Service Agency,Adorn Care Llc,(317)520-1444,IN,46208,,39.945607949999996,-86.11031480013278
1907,3253 Autumn Ash Drive,Tajuana Davis,Zionsville,Personal Care Service Agency,"Adult - Geriatric Patient Care Services, Llc",(317)435-8234,IN,46077,,39.997232855550244,-86.2582978310617
1908,6002 West 62Nd Street Suite B,Shauna Lipscomb,Indianapolis,Personal Care Service Agency,Advancing Residential Care Llc,(317)960-6114,IN,46278,,39.8675428,-86.26633689929233
1909,1238 Racquet Club S Dr Suite A,Danielle Parks,Indianapolis,Personal Care Service Agency,Advantage Point Home Care Llc,(317)809-5387,IN,46260,,39.922441,-86.1818778
1910,"3905 Vincennes Road, Ste 315",Delena Davis,Indianapolis,Personal Care Service Agency,Advantage Senior Care Llc,(317)986-5814,IN,46268,,39.91430965,-86.22734103338496
1911,2804 E 55Th Place Suite R,Marvin Finney,Indianapolis,Personal Care Service Agency,Advantageous Care Inc,(317)709-5600,IN,46220,,39.8540707,-86.11690867340232
1912,9135 N Meridian St Ste B-4,Inna Pecar,Indianapolis,Personal Care Service Agency,Advocates Personal Care Llc,(317)580-0700,IN,46260,,41.546461949999994,-87.45906706410143
1913,5625 Sunnyside Rd Suite 102,Brianna Surrett,Indianapolis,Personal Care Service Agency,Affectionate Home Care Llc,(463)328-8862,IN,46235,,39.856269686829,-85.972575635221
1914,303 Congressional Blvd Ste 200,Said Amin,Carmel,Personal Care Service Agency,Affinity Care Solutions Llc,(651)230-4991,IN,46032,,39.958489270438,-86.152472698784
1915,5355 E 38Th Street,Neal Thomas,Indianapolis,Personal Care Service Agency,Affordable Home Care Llc,(317)443-5339,IN,46218,,39.825075350000006,-86.0775061
1916,1305 Wall Street,Donna Rogers,Jeffersonville,Personal Care Service Agency,"Afton Home Care, Inc",(812)920-4779,IN,47130,,40.1828672,-85.3719089
1917,1515 E Palulding Rd,Maung Htoon,Fort Wayne,Personal Care Service Agency,Ag Social Services Llc,(260)249-0114,IN,46816,,41.0319302,-85.1156693
1918,6166 Cooper Road,Nshombo Aganze,Indianapolis,Personal Care Service Agency,Aganze Home Care Llc,(317)556-7930,IN,46228,,39.866890049999995,-86.21263999849259
1919,5137 N Pawnee Trail,Patina Winston,La Porte,Personal Care Service Agency,Agape Care Advocates Llc,(219)214-6533,IN,46350,,41.686514087061646,-86.79498140962107
1920,4701 N Keystone Ave Ste 222-D,Emmanuel Musinga,Indianapolis,Personal Care Service Agency,Agape Care Llc,(317)531-9451,IN,46205,,39.8417239,-86.1212861
1921,1054 Edward St,Jasper Brown,Jasper,Personal Care Service Agency,"Agape Family Services, Llc",(812)639-5298,IN,47546,,46.08687203560246,-62.596845654048316
1922,8383 Craig'S Street Ste 330,Sonia Owe,Indianapolis,Personal Care Service Agency,Agape Home Of Indiana Corp,(317)748-6178,IN,46250,,39.90804465,-86.15725310573944
1923,6919 E 10Th Street Building E Suite 2,Japora Jackson,Indianapolis,Personal Care Service Agency,Agape Hpc Llc,(317)672-4125,IN,46219,,39.78085145,-86.04754260346051
1924,5490 Broadway Street,Japora Jackson,Merrillville,Personal Care Service Agency,Agape Hpc Llc,(317)282-3850,IN,46410,,39.7840337001313,-85.7791836952547
1925,1114 Dodane Rd,Felicia Johnson,Ft Wayne,Personal Care Service Agency,Agape In-Home Care Services Llc,(260)249-2241,IN,46819,,40.9791338,-85.1180268
1926,215 E Vanburen St Suite 203,Darci Felone,Columbia City,Personal Care Service Agency,Age In Place Home Services,(260)244-7005,IN,46725,,41.157112453582,-85.486684183694
1927,109 N Scott Street,Tommie Mandel,Bluffton,Personal Care Service Agency,Age In Place Home Services Bluffton Llp,(260)824-5602,IN,46714,,39.7761601,-86.15829347527058
1928,288 Home Street,Susan King,Huntington,Personal Care Service Agency,Age In Place Home Services Llc,(260)200-1407,IN,46750,,40.892534503960256,-85.50307226475805
1929,1025 N Manchester Ave Suite 2,Shelby Brumfield,Wabash,Personal Care Service Agency,Age In Place Home Services Wabash,(260)274-1226,IN,46992,,39.31460755,-81.47592095017335
1930,9702 Morel Court,Agela Ewell,Indianapolis,Personal Care Service Agency,Age Well Home Care Services Llc,(317)771-7525,IN,46256,,39.9015541,-85.9970408
1931,8063 Madison Ave,Charmaine Smith,Indianapolis,Personal Care Service Agency,Ageless Reflections Personal Care Services Llc,(872)333-4021,IN,46227,,39.66975170977684,-86.12875464007526
1932,1647 Blackmore Dr,Shannon Patrice,Indianapolis,Personal Care Service Agency,Aggressive Care Personal Services Llc,(317)695-5866,IN,46231,,39.7423764,-86.32111016256239
1933,2408 Ralston Avenue,Kimberley Coleman,Indianapolis,Personal Care Service Agency,Agility Home Care Services,(317)782-5785,IN,46218,,39.801834299999996,-86.13135251506796
1934,1111 E 54Th Street Ste 170,Tinesha Nelson,Indianapolis,Personal Care Service Agency,Aging & Active Personal Services Llc,(317)497-0594,IN,46220,,39.850487,-86.13907707173405
1935,41 B W Brookeville Road,Wayne Todd Clark,Fountaintown,Personal Care Service Agency,Aging In Style Llc,(317)629-2373,IN,46130,,39.74104755,-85.98595975
1936,3020 N Post Road,Heather Thompson,Indianapolis,Personal Care Service Agency,"Aging Well Homecare, Llc",(317)602-5885,IN,46226,,10.805102049999999,78.68422610291016
1937,8980 Ingram Lane,Kelvin Chishimba,Avon,Personal Care Service Agency,Aimer Home Care Services Llc,(317)495-0604,IN,46123,,39.78890980487,-86.36903385482117
1938,1324 K Street Ste 3,Marley Crane,Bedford,Personal Care Service Agency,Aire Home Care Llc,(812)329-0399,IN,47421,,40.4711797,-86.13078335858938
1939,7614 Bayridge Drive,Augustus Robinson,Indianapolis,Personal Care Service Agency,Ajr Quality Home Care Llc,(317)289-6947,IN,46236,,39.8930639,-85.9691902441993
1940,9321 Ascot Cir Apt A,Airrion Twitty,Indianapolis,Personal Care Service Agency,Akc Helping Hands Llc,(317)793-8093,IN,46260,,39.9222736,-86.193753
1941,6116 Colony Mill Ln,Eunice Kahuri,Indianapolis,Personal Care Service Agency,Aken Home Care Llc,(574)320-4705,IN,46254,,39.8655822,-86.2565562
1942,2688 Solidago Dr,Hawa Mansary,Plainfield,Personal Care Service Agency,Akita Reliable Homecare Llc,(317)908-2563,IN,46168,,39.7246400943825,-86.37414263391642
1943,4217 Shady Lane,Kimberly Rowland,Indianapolis,Personal Care Service Agency,Al-Ligne Homecare Llc,(317)319-8642,IN,46226,,39.8336105,-86.07114906925077
1944,14026 Meadow Lake Drive,Terrance Turner,Fishers,Personal Care Service Agency,"Align Homecare, Llc",(317)503-7827,IN,46038,,39.951618499960574,-86.01521088392825
1945,3750 North Gale St,Rhondali Pippin Banks,Indianapolis,Personal Care Service Agency,All About My Family Business,(463)261-4441,IN,46218,,39.824326049999996,-86.10611761117343
1946,2617 Saturn Dr,Marlena Cole,Indianapolis,Personal Care Service Agency,All About You Home Care Llc,(317)828-5655,IN,46229,,39.80579485,-86.00296294700905
1947,1907 Lakewood Dr,Lisa Bryant,Fort Wayne,Personal Care Service Agency,"All About You Home Services, Llc",(260)414-3350,IN,46819,,41.02315,-85.1607106
1948,5426 Snap Dragon Lane Apt 4,Alycia Clay,Indianapolis,Personal Care Service Agency,All Around Clay Transportation Llc,(317)286-0616,IN,46203,,39.71539455,-86.07454300094733
1949,11818 Bellridge Dr,Yolmie Dieujuste,Indianapolis,Personal Care Service Agency,All Blessing Home Care Llc,(321)527-1379,IN,46235,,39.850520756036,-85.957429861053
1950,9511 Angola Court Suite 201,Lakenya Pearson,Indianapolis,Personal Care Service Agency,All Care Home Care Llc,(317)998-5788,IN,46268,,39.925088547447,-86.223684211611
1951,10475 Crosspoint Blvd Suite 250,Tyra Smith,Indianapolis,Personal Care Service Agency,All For One Pca Llc,(765)568-9188,IN,46256,,39.940709600000005,-86.023470537918
1952,2110 W 38Th Street,Latanye Newbern,Indianapolis,Personal Care Service Agency,"All God's Children Personal Care, Llc",(219)381-8881,IN,46228,,39.8249773,-86.19795248502638
1953,6340 Kennedy Avenue,Jennifer Williams,Hammond,Personal Care Service Agency,All In 1 Home Care Llc,(219)680-9947,IN,46323,,41.57412465,-87.4615106
1954,3226 Thurston Dr,Tashia Maul,Indianapolis,Personal Care Service Agency,All In One Home Care Solutions Llc,(317)982-8912,IN,46224,,39.8132872,-86.2624463
1955,911 E 86Th Street Suite 58,Abdikarim Karshe,Indianapolis,Personal Care Service Agency,All Indiana Home Care Llc,(317)677-8016,IN,46240,,39.912488939169,-86.142497150431
1956,1720 S East Street,Keisha Bailey,Indianapolis,Personal Care Service Agency,All Love Home Care Services Llc,(317)361-2562,IN,46225,,39.744146150000006,-86.14968874977623
1957,150 Diplomat Ct # 5,Donnetta Nielson,Beech Grove,Personal Care Service Agency,All Needs Homecare,(317)864-6710,IN,46107,,39.71307795,-86.08025727340265
1958,105 E. Jefferson Blvd. Ste 222,Trayvyon Whitfield,South Bend,Personal Care Service Agency,"All Needs Met Personal Care Services, Llc",(574)387-5512,IN,46601,,41.67536,-86.2501254
1959,5654 Georgetown Road,James Burkeen,Eagle Creek,Personal Care Service Agency,"All Stars Home Care, Llc",(213)949-4347,IN,46254,,39.854917,-86.2423279
1960,5724 N Green Street 2Nd Floor,Tenea Robinson,Brownsburg,Personal Care Service Agency,All Ways At Home Care Llc,(317)909-5118,IN,46112,,39.8469385,-86.3969764
1961,11089 Village Square Lane,Elisa Rae Green,Fishers,Personal Care Service Agency,All Ways Caring Homecare,(317)356-6146,IN,46038,,39.95060480545292,-86.04105099321453
1962,2835 Pointe Bay Road,Regina Ben,Indianapolis,Personal Care Service Agency,All4Care Services Inc,(317)987-9197,IN,46229,,39.808966100000006,-86.00924177523505
1963,3546 Highwoods Drive N,Deja Crayton,Indianapolis,Personal Care Service Agency,Allegiant Care Llc,(317)789-6457,IN,46222,,39.819755,-86.21530200707548
1964,"6200 E Highway 62, Suite 675",Iryna Buhai,Jeffersonville,Personal Care Service Agency,Allegiant Care Plus Llc,(812)746-5885,IN,47130,,38.748196050000004,-90.07234653570183
1965,1205 St Paul St,James Taylor,Indianapolis,Personal Care Service Agency,Allegro Concierge Care,(317)293-0377,IN,46203,,39.751132,-86.12303349999999
1966,"5233 Hohman Avenue, Suite 206",Maria Camarillo,Hammond,Personal Care Service Agency,Alleviate Home Personal Care Llc,(219)407-7683,IN,46320,,41.617768480932,-87.521961167223
1967,1403 Carroll White Dr,Melissa Harris,Indianapolis,Personal Care Service Agency,Alliance Home Care Professionals Llc,(317)529-9061,IN,46219,,39.78646205,-86.02904709795305
1968,8809 Winton Pl,Oluwayemisi Adeyinka,Pendleton,Personal Care Service Agency,Allied Care Services,(614)741-9167,IN,46064,,39.97952105887519,-85.84417085383184
1969,2942 Cooperland Ct,Michelle Mattingly,Indianapolis,Personal Care Service Agency,Allied Home Services Inc,(317)523-8500,IN,46268,,39.870824400000004,-86.2105631
1970,6200 E Hwy 62 Ste 650,Louis Tapia,Jeffersonville,Personal Care Service Agency,Allpro Staffnet Limited-Liability Company,(615)848-1377,IN,47130,,38.19041377263134,-86.33244857084529
1971,8555 Cedar Place Drive Suite 114,Auntaesha Calvert,Indianapolis,Personal Care Service Agency,Alluring Warmth Home Care Llc,(317)827-8850,IN,46240,,39.911475100000004,-86.14400585
1972,7022 W 10Th St Ste A,Tanisha Lewis,Indianapolis,Personal Care Service Agency,Allways Essential Home Care Llc,(317)641-1186,IN,46214,,39.7797958,-86.2839317533307
