INDEX,ADDRESS,ADMINISTRATOR,CITY,FACILITY_TYPE,NAME,PHONE,ST,ZIP,lat,long
1113,"1675 S Main St, Suite 4",N/A,London,CMS Provider/Clinician,Lake Cumberland Rheumatology Pllc,(606)802-2300,KY,40741,37.108610812134,-84.07306299564
1114,1901 N Meridian St,N/A,Indianapolis,CMS Provider/Clinician,Eye Specialists Of Indiana Pc,(317)925-2200,IN,46202,39.792074318968,-86.157245074505
1115,"6291 Cambridge Way, Suite 200",N/A,Plainfield,CMS Provider/Clinician,Hendricks County Psychotherapy Psc,(317)718-8436,IN,46168,39.671197804759,-86.367885387691
1116,"1940 E Tipton St, Suite C",N/A,Seymour,CMS Provider/Clinician,Athletico Ltd,(812)271-0042,IN,47274,38.957900587206,-85.856292097192
1117,1030 W Michigan St,N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(317)948-6260,IN,46202,39.774637945562,-86.176860352893
1118,2525 W University Ave,N/A,Muncie,CMS Provider/Clinician,Indiana University Health Ball Memorial Physicians Inc,(765)747-3111,IN,47303,40.197539683396,-85.415599410691
1119,1105 S College Mall Rd,N/A,Bloomington,CMS Provider/Clinician,Myeyedr Optometry Of Indiana Llc,(812)333-2020,IN,47401,39.155079814447,-86.497619052194
1120,"9669 E 146Th St, 100 Medcheck",N/A,Noblesville,CMS Provider/Clinician,Community Physicians Of Indiana Inc,(317)621-3434,IN,46060,40.000968201142,-85.997536611612
1121,2401 W University Ave,N/A,Muncie,CMS Provider/Clinician,Indiana Clinic Critical Care Llc,(765)747-3111,IN,47303,40.197546875283,-85.414092694866
1122,"2401 W University Ave, Iu Health Physicians",N/A,Muncie,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(765)747-3241,IN,47303,40.197546875283,-85.414092694866
1123,1061 Kenwood Dr,N/A,Russell,CMS Provider/Clinician,Ashland Hospital Corporation,(606)408-3143,KY,41169,38.513549570196,-82.693660151127
1124,"755 Indian Boundary Rd, Suite B",N/A,Chesterton,CMS Provider/Clinician,Advanced Physical Therapy Llc,(219)255-1572,IN,46304,41.616932137833,-87.038437235876
1125,"1738 165Th St, Suite A",N/A,Hammond,CMS Provider/Clinician,"Athletic And Therapeutic Institute Of Naperville, Llc",(219)844-1782,IN,46320,41.595630891782,-87.493173996899
1126,"1407 S Lake Park Ave, A",N/A,Hobart,CMS Provider/Clinician,"Athletic And Therapeutic Institute Of Naperville, Llc",(219)947-3637,IN,46342,41.514174372402,-87.258880016983
1127,"1701 Senate Blvd, 100 Iu Health Behavioral A",N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(317)962-2622,IN,46202,39.788417435639,-86.165638430352
1129,"411 W Tipton St, Schneck Medical Center",N/A,Seymour,CMS Provider/Clinician,Jackson County Schneck Memorial Hospital,(812)522-2349,IN,47274,38.956612351324,-85.891528321972
1130,"1701 S Creasy Ln, Franciscan Health Lafayett",N/A,Lafayette,CMS Provider/Clinician,Clarksville Emergency Group Pc,(765)502-4000,IN,47905,40.393087297915,-86.838308207248
1131,3607 N Everbrook Ln,N/A,Muncie,CMS Provider/Clinician,Us Therapy Inc,(nan)-,IN,47304,40.221883033156,-85.426801092098
1132,1300 N Main St,N/A,Rushville,CMS Provider/Clinician,Rush Memorial Hospital,(765)932-4111,IN,46173,39.621344823951,-85.444689160943
1133,1310 N Main St,N/A,Rushville,CMS Provider/Clinician,Rush Memorial Hospital,(765)932-7075,IN,46173,39.621423121,-85.444691118362
1134,110 E 13Th St,N/A,Rushville,CMS Provider/Clinician,Rush Memorial Hospital,(765)932-7591,IN,46173,39.621343731433,-85.444577959642
1135,4900 Houston Rd,N/A,Florence,CMS Provider/Clinician,Anesthesia Group Practice Inc,(859)212-5200,KY,41042,39.014427449659,-84.638124222402
1136,85 N Grand Ave,N/A,Fort Thomas,CMS Provider/Clinician,Anesthesia Group Practice Inc,(859)572-3100,KY,41075,39.078598228078,-84.465222238615
1141,"102 E Main St, Greene County General Hosp",N/A,Worthington,CMS Provider/Clinician,Greene County General Hospital,(812)847-4481,IN,47471,39.118850062765,-86.977684683211
1142,10021 Dupont Circle Ct,N/A,Fort Wayne,CMS Provider/Clinician,"Ear, Nose And Throat Associates, Pc",(260)426-8117,IN,46825,41.174407117953,-85.112646329378
1143,2235 Mayfair Dr,N/A,Owensboro,CMS Provider/Clinician,Owensboro Health Medical Group Inc,(270)688-1500,KY,42301,37.752688533231,-87.123509328088
1144,4900 Houston Rd,N/A,Florence,CMS Provider/Clinician,Summit Medical Group Inc,(859)212-4625,KY,41042,39.014427449659,-84.638124222402
1145,"120 Prosperous Pl, Suite 102",N/A,Lexington,CMS Provider/Clinician,"Commonwealth Sleep And Rehab, Pllc",(859)264-1815,KY,40509,38.001736819383,-84.442663779939
1146,5210 E Thompson Rd,N/A,Indianapolis,CMS Provider/Clinician,Franciscan Physician Network,(317)899-5546,IN,46237,39.694689358244,-86.079847608244
1147,3900 Washington Ave,N/A,Evansville,CMS Provider/Clinician,St Vincent Pediatric Subspecialties,(812)485-4000,IN,47714,37.962436632187,-87.503280816313
1149,"463 S Park Ridge Rd, Suite 101",N/A,Bloomington,CMS Provider/Clinician,Hpw Center For Diabetes Llc,(812)235-8496,IN,47401,39.162374171651,-86.476173297801
1150,3560 S 4Th St,N/A,Terre Haute,CMS Provider/Clinician,Hpw Center For Diabetes Llc,(812)235-8496,IN,47802,39.423002922239,-87.412715315102
1151,2701 Leonard Dr A,N/A,Valparaiso,CMS Provider/Clinician,Shifa Clinic Pc,(219)464-9800,IN,46383,41.459255348864,-87.023752024278
1154,9823 Auburn Rd,N/A,Fort Wayne,CMS Provider/Clinician,"Steppin' Up Physical Therapy, Inc.",(260)497-7191,IN,46825,41.173319098208,-85.114470089759
1155,1111 Ring Rd,N/A,Elizabethtown,CMS Provider/Clinician,Baptist Health Medical Group Inc,(270)706-1111,KY,42701,37.717620077474,-85.902807011986
1156,745 Schnier St,N/A,Columbus,CMS Provider/Clinician,Southern Indiana Orthopedics Inc,(812)376-9353,IN,47201,39.208126283875,-85.8873519082
1157,1850 Bluegrass Ave,N/A,Louisville,CMS Provider/Clinician,University Of Louisville Physicians Inc,(502)367-3360,KY,40215,38.179360964543,-85.793741152928
1159,3557 Corsham Cir,N/A,Carmel,CMS Provider/Clinician,"Chinthala, Pc",(317)281-6586,IN,46032,39.944110948695,-86.21975760654
1160,1701 Senate Blvd,N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(nan)-,IN,46202,39.788417435639,-86.165638430352
1161,1701 N Senate Blvd,N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(nan)-,IN,46202,39.788417435639,-86.165638430352
1162,"1701 Senate Blvd Rm, Ag022 Iu Health Behavioral",N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(317)962-2622,IN,46202,39.788417435639,-86.165638430352
1163,550 University Blvd,N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(nan)-,IN,46202,39.775300700398,-86.17557455106
1164,550 N University Blvd,N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(nan)-,IN,46202,39.775300700398,-86.17557455106
1165,"429 E Vermont St, Suite 110",N/A,Indianapolis,CMS Provider/Clinician,My Mobile Md Llc,(317)559-0950,IN,46202,39.772459387602,-86.149434441397
1166,204 S 2Nd St,N/A,Danville,CMS Provider/Clinician,Danville Counseling Center Llc,(859)374-0238,KY,40422,37.644480371387,-84.77088998993
1168,3 N Manatee St,N/A,Brazil,CMS Provider/Clinician,Fast Pace Medical Clinic Pllc,(812)531-1127,IN,47834,39.526117296695,-87.115142377593
1169,"1707 Cedar Grove Rd, Suite 10",N/A,Shepherdsville,CMS Provider/Clinician,University Of Louisville Physicians Inc,(502)543-3246,KY,40165,37.978590745665,-85.683280397428
1170,2220 Young Dr,N/A,Lexington,CMS Provider/Clinician,Bluegrass Health Psychology Inc.,(859)277-1008,KY,40505,38.025504860644,-84.456073584617
1173,7300 Woodspoint Dr,N/A,Florence,CMS Provider/Clinician,Ppl Therapeutic Services Pllc,(859)371-5731,KY,41042,39.006334393062,-84.643087494741
1175,3584 Springhurst Blvd,N/A,Louisville,CMS Provider/Clinician,"Sn Kentuckiana Rehab, Llc",(502)339-4700,KY,40241,38.298324036538,-85.560489675001
1176,"1301 Pleasant Valley Rd, Suite 500B",N/A,Owensboro,CMS Provider/Clinician,Owensboro Health Medical Group Inc,(270)417-7940,KY,42303,37.778999735956,-87.071482819524
1177,"8205 E 56Th St, Suite 100",N/A,Indianapolis,CMS Provider/Clinician,Community Physicians Of Indiana Inc,(317)621-4044,IN,46216,39.855026987475,-86.023811728225
1178,"6189 W John L Modglin Dr, Suite 201",N/A,Greenfield,CMS Provider/Clinician,Hancock Physician Network Llc,(317)866-7320,IN,46140,39.815303785846,-85.915185226978
1179,"4320 Fir St, Unit 320",N/A,East Chicago,CMS Provider/Clinician,Community Care Network Inc,(219)392-7992,IN,46312,41.636093789903,-87.448550009982
1180,"1 Trillium Way, Mtm/Dsm",N/A,Corbin,CMS Provider/Clinician,Baptist Health Medical Group Inc,(606)526-4647,KY,40701,36.921977953762,-84.114009356703
1181,"2605 Kentucky Ave, Suite 602",N/A,Paducah,CMS Provider/Clinician,Baptist Health Medical Group Inc,(270)442-4830,KY,42003,37.074532363389,-88.624943809428
1182,731 Speckman Rd,N/A,Louisville,CMS Provider/Clinician,"Eastpoint Audiology, Llc",(502)528-3741,KY,40243,38.231581398146,-85.542490354598
1183,2344 Amsterdam Rd,N/A,Villa Hills,CMS Provider/Clinician,Medical Housecalls Llc,(513)699-9090,KY,41017,39.067319859615,-84.58329220371
1184,300 E Broadway St,N/A,Loogootee,CMS Provider/Clinician,Harvest Health And Rehab Llc,(812)709-3286,IN,47553,38.676294993213,-86.910778753153
1185,"843 Eastern Byp, Suite 3",N/A,Richmond,CMS Provider/Clinician,"Agilitas Usa, Inc",(859)544-1770,KY,40475,37.733924058602,-84.273808950016
1186,8733 W 400,N/A,Michigan City,CMS Provider/Clinician,Franciscan Physician Network,(219)879-0333,IN,46360,41.665761663254,-86.866709517181
1187,"1040 Monarch St, Suite 330",N/A,Lexington,CMS Provider/Clinician,Hmv Diagnostics Inc,(877)202-1191303,KY,40513,38.021458492302,-84.555029222766
1188,"4420 Dixie Hwy, Suite 122",N/A,Louisville,CMS Provider/Clinician,"Sn Kentuckiana Rehab, Llc",(502)447-2750,KY,40216,38.181013902654,-85.816075205739
1193,125 Portman Ave,N/A,Stanford,CMS Provider/Clinician,Ephraim Mcdowell Health Resource Inc,(606)365-3378,KY,40484,37.532399966704,-84.663693413857
1195,11700 Olio Rd,N/A,Fishers,CMS Provider/Clinician,Little Clinic Of In Llc,(317)436-4950,IN,46037,39.958935311063,-85.918757634751
1196,3060 N National Rd,N/A,Columbus,CMS Provider/Clinician,Little Clinic Of In Llc,(812)314-7955,IN,47201,39.22909809602,-85.901041028598
1197,1175 S College Mall Rd,N/A,Bloomington,CMS Provider/Clinician,Little Clinic Of In Llc,(812)323-4301,IN,47401,39.154378913766,-86.49760642639
1198,"10012 Calumet Ave, Suite A",N/A,Munster,CMS Provider/Clinician,Gn Endocrinology Ltd,(219)440-5350,IN,46321,41.531443158045,-87.509158857564
1200,"221 Us Hwy 41, Suite I",N/A,Schererville,CMS Provider/Clinician,Franciscan Physician Network,(317)528-4800,IN,46375,41.519011316552,-87.471233081679
1202,100 Helmwood Plaza Dr,N/A,Elizabethtown,CMS Provider/Clinician,Baptist Health Medical Group Inc,(270)737-0077,KY,42701,37.709178995883,-85.870633861928
1203,3310 Tates Creek Rd,N/A,Lexington,CMS Provider/Clinician,"Empowerme Rehabilitation Kentucky, Llc",(859)203-7899,KY,40502,37.997674602221,-84.495548509327
1204,4251 Saron Dr,N/A,Lexington,CMS Provider/Clinician,"Empowerme Rehabilitation Kentucky, Llc",(859)359-2687,KY,40515,37.965459679697,-84.501589702547
1205,"9410 Calumet Ave, Suite 101",N/A,Munster,CMS Provider/Clinician,Dr Mary Tilak P C,(219)922-8051,IN,46321,41.543961769088,-87.50910834402
1207,"112 Hospital Ln, Suite 100",N/A,Danville,CMS Provider/Clinician,Hendricks County Hospital,(317)745-3740,IN,46122,39.762218081849,-86.500629535614
1208,213 Middlebury St,N/A,Goshen,CMS Provider/Clinician,Maple City Health Care Center Inc,(574)534-3300,IN,46528,41.592751785629,-85.833139344188
1211,1141 Hospital Dr Nw,N/A,Corydon,CMS Provider/Clinician,Clarksville Physician Services Pc,(812)738-4251,IN,47112,38.238642367396,-86.145959185582
1212,"1550 E County Line Rd, Suite 300",N/A,Indianapolis,CMS Provider/Clinician,Community Physicians Of Indiana Inc,(317)497-2300,IN,46227,39.635518762712,-86.134295129698
1213,2517 E Main St,N/A,Richmond,CMS Provider/Clinician,Evans Eye Care Inc,(765)966-2661,IN,47374,39.830429815514,-84.867885679951
1214,333 E Lewis St,N/A,Fort Wayne,CMS Provider/Clinician,Lutheran Social Services Of Indiana Inc,(260)426-3347,IN,46802,41.075241588097,-85.13474264527
1215,59 Carothers Rd,N/A,Newport,CMS Provider/Clinician,"Drs Cooke, Landon And Sellers Optometrist, P.S.C",(859)491-1010,KY,41071,39.085805110942,-84.479721495199
1216,"1939 Goldsmith Ln, Suite 117",N/A,Louisville,CMS Provider/Clinician,Remind Health Group Llc,(502)384-5436,KY,40218,38.202452297977,-85.680541826295
1217,720 N Lincoln St,N/A,Greensberg,CMS Provider/Clinician,Decatur County Memorial Hospital,(812)663-4331,IN,47240,39.343086345595,-85.479362518363
1218,"1205 Hadley Rd, Suite 120",N/A,Mooresville,CMS Provider/Clinician,Seven Hills Ob-Gyn Associates Llc,(317)584-3454,IN,46158,39.609290956597,-86.35591081867
1219,"615 E Brannon Rd, Suite 200",N/A,Nicholasville,CMS Provider/Clinician,Seven Hills Ob-Gyn Associates Llc,(859)264-8811,KY,40356,37.953132518802,-84.523796926169
1220,"1720 Nicholasville Rd, Suite 702",N/A,Lexington,CMS Provider/Clinician,Seven Hills Ob-Gyn Associates Llc,(859)264-8811,KY,40503,38.019212953459,-84.513716638046
1221,"1775 Alysheba Way, Suite 180",N/A,Lexington,CMS Provider/Clinician,Seven Hills Ob-Gyn Associates Llc,(859)264-8811,KY,40509,38.016154165619,-84.422092898738
1222,6903 Burlington Pike,N/A,Florence,CMS Provider/Clinician,Seven Hills Ob-Gyn Associates Llc,(859)282-6700,KY,41042,39.009227903232,-84.630390329575
1223,113 Maloney Way,N/A,Mt Sterling,CMS Provider/Clinician,Chadwick Management Psc,(859)762-0009,KY,40353,38.048653294538,-83.942829783844
1225,"11590 N Meridian St, Suite 400",N/A,Carmel,CMS Provider/Clinician,Allergy And Asthma Care Of Indiana,(317)708-2839,IN,46032,39.956063798057,-86.15800046945
1226,"759 45Th St, Suite 101",N/A,Munster,CMS Provider/Clinician,Munster Eye Care Associates Pc,(219)922-6226,IN,46321,41.539775699673,-87.510284845338
1227,4001 Dutchmans Ln,N/A,Louisville,CMS Provider/Clinician,Clinical Associates Llc,(502)897-9594,KY,40207,38.233967002555,-85.633930696622
1228,3415 New Hartford Rd,N/A,Owensboro,CMS Provider/Clinician,Kentucky Orthopedic Rehabilitation Llc,(270)684-7856,KY,42303,37.736801379017,-87.090914717357
1229,2780 Frederica St,N/A,Owensboro,CMS Provider/Clinician,Orthopaedics And Sports Medicine Owensboro Psc,(270)926-4100,KY,42301,37.747826898635,-87.113611106421
1230,2831 New Hartford Rd,N/A,Owensboro,CMS Provider/Clinician,Orthopaedics And Sports Medicine Owensboro Psc,(nan)-,KY,42303,37.748478413591,-87.097577820722
1233,"520 Mary St, Suite 470",N/A,Evansville,CMS Provider/Clinician,Neurosurgical Consultants Llp,(812)426-8410,IN,47710,37.982377867734,-87.570782524872
1234,"2200 E Parrish Ave, Bldg D Suite 100",N/A,Owensboro,CMS Provider/Clinician,Neurosurgical Consultants Llp,(270)688-1770220,KY,42303,37.759902090986,-87.076838494113
1235,"10216 Taylorsville Rd, Suite 500",N/A,Louisville,CMS Provider/Clinician,Baptist Health Medical Group Inc,(502)928-1050,KY,40299,38.195879024005,-85.567231331332
1236,"1919 State St, Suite 140",N/A,New Albany,CMS Provider/Clinician,Eye Associates Of Southern Indiana Pc,(812)944-2099,IN,47150,38.300870452254,-85.835523318813
1237,85 N Grand Ave,N/A,Fort Thomas,CMS Provider/Clinician,Summit Medical Group Inc,(859)301-5901,KY,41075,39.078598228078,-84.465222238615
1238,85 N Grand Ave,N/A,Ft Thomas,CMS Provider/Clinician,Summit Medical Group Inc,(859)301-5901,KY,41075,39.078598228078,-84.465222238615
1240,"1717 Dixie Hwy, Suite 410",N/A,Ft Wright,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(513)713-0069,KY,41011,39.061336485264,-84.540029641547
1241,2460 Glebe St,N/A,Carmel,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(317)733-9560,IN,46032,39.973067312562,-86.203376429919
1242,"958 State Rd 46, M513",N/A,Batesville,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(812)934-2436,IN,47006,39.301181427407,-85.211904408891
1243,"1400 Lammers Pike, M166",N/A,Batesville,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(812)934-5090,IN,47006,39.294120787767,-85.201145546321
1244,"11049 State Rte, 101 M484",N/A,Brookville,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(765)647-2527,IN,47012,39.45366785293,-84.958905714209
1245,"403 Bielby Rd, M355",N/A,Lawrenceburg,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(812)537-1132,IN,47025,39.116297391987,-84.88373675118
1246,"36 Valley Dr, M374",N/A,Lawrenceburg,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(812)537-0930,IN,47025,39.120358997237,-84.885862679236
1247,"1620 N Lincoln St, M397",N/A,Greensburg,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(812)663-7503,IN,47240,39.352439312663,-85.479743896563
1248,"410 Park Rd, M490",N/A,Greensburg,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(812)663-7543,IN,47240,39.329311788112,-85.490020680254
1249,1021 E Central Ave,N/A,Greensburg,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(812)663-8553,IN,47240,39.339949995286,-85.468137277576
1250,"950 N Lakeview Dr, M537",N/A,Greensburg,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(812)662-7778,IN,47240,39.345253028617,-85.495712019417
1251,"2320 N Montgomery Rd, M167",N/A,Greensburg,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(812)527-2222,IN,47240,39.358071813322,-85.470072754878
1252,"188 Thornton Rd, M325",N/A,Hanover,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(812)866-8396,IN,47243,38.71796130728,-85.473736991109
1253,"120 Presbyterian Ave, M316",N/A,Madison,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(812)265-0080,IN,47250,38.738169114338,-85.380495871281
1254,5050 N Clinton St,N/A,Fort Wayne,CMS Provider/Clinician,Surgery One Anesthesia Llc,(260)484-8551,IN,46825,41.125556437635,-85.125997716207
1255,"4402 Churchman Ave, Suite 400",N/A,Louisville,CMS Provider/Clinician,University Of Louisville Physicians Inc,(502)899-3623,KY,40215,38.178199709075,-85.792607445124
1256,2108 State St,N/A,New Albany,CMS Provider/Clinician,University Of Louisville Physicians Inc,(502)588-2160,IN,47150,38.303308444636,-85.83788801836
1257,2001 Stults Rd,N/A,Huntington,CMS Provider/Clinician,Parkview Health System Inc,(nan)-,IN,46750,40.905554365175,-85.490524330393
1258,2003 Stults Rd,N/A,Huntington,CMS Provider/Clinician,Parkview Health System Inc,(nan)-,IN,46750,40.905579961444,-85.490524846444
1259,401 N Sawyer Rd,N/A,Kendallville,CMS Provider/Clinician,Parkview Health System Inc,(260)266-5700,IN,46755,41.448506397324,-85.295102198093
1260,"401 N Sawyer Rd, Ppg Pulmonary And Critical C",N/A,Kendallville,CMS Provider/Clinician,Parkview Health System Inc,(260)266-7856,IN,46755,41.448506397324,-85.295102198093
1261,207 N Townline Rd,N/A,Lagrange,CMS Provider/Clinician,Parkview Health System Inc,(nan)-,IN,46761,41.644645898197,-85.424857429172
1263,10 John Kissinger Dr,N/A,Wabash,CMS Provider/Clinician,Parkview Health System Inc,(260)569-2221,IN,46992,40.820006272731,-85.820919220389
1264,8 John Kissinger Dr,N/A,Wabash,CMS Provider/Clinician,Parkview Health System Inc,(260)266-7856,IN,46992,40.820017531146,-85.820701509588
1265,49 Bills Bvld,N/A,Martinsville,CMS Provider/Clinician,Franciscan Physician Network,(765)349-3627,IN,46151,39.408986856055,-86.425844615506
