INDEX,FACILITY_TYPE,NAME,ADDRESS,CITY,ST,ZIP,ADMINISTRATOR,PHONE,OWNER
1747,Health Care Service Agency,Malone Healthcare,1868 Campus Pl,Louisville,KY,40299,Jenny Byrd,(502)456-2380,"Management Registry, Inc."
1748,Health Care Service Agency,Medus Inc,4555 Lake Forest Drive #540,Cincinnati,KY,45242,Tate Bailey,(513)274-4008,Medus Inc
1749,Long Term Care,White River Lodge,3710 Kenny Simpson Ln,Bedford,IN,47421,Tangie Jenkins,(812)275-7006,
1750,Health Care Service Agency,Nursiva Healthcare,1411 Goddard Ave #3 ,Louisville,KY,40204,Desiree Garza,(502)599-9287,Nursiva Healthcare
1751,Health Care Service Agency,"Prolink Healthcare, Llc",4600 Montgomery Road Suite 300,Cincinnati,KY,45212,Mary Hamilton,(513)489-5300,"Prolink Healthcare, Llc"
1752,Health Care Service Agency,"Refined Medical Staffing, Llc",6783 Menz Lane ,Cincinnati,KY,45233,Wendy Watkins-Ragan,(866)206-8685,
1753,Health Care Service Agency,Reliant Healthcare Staffing,709 Millpond Rd,Lexington,KY,40514,Jaime Hamm,(859)241-6001,Reliant Healthcare Staffing
1754,Health Care Service Agency,"Staffing Medical Usa, Inc",118  W 5Th St,Covington,KY,41011,Thaddeus Dufelmeier,(937)728-9550,"Staffing Medical Usa, Inc"
1755,Non Freestanding Residential Care,White River Lodge,3710 Kenny Simpson Ln,Bedford,IN,47421,Tangie Jenkins,(812)275-7006,
1756,Health Care Service Agency,"Voca, Llc","9999 Carver Rd, Suite 145",Blue Ash,KY,45242,David James,(800)359-0911,"Voca, Llc"
1757,Home Health Agency,Baptist Health Home Care Breckinridge,203 B Fairgrounds Road,Hardinsburg,KY,40143,,(270)756-2662,
1758,Home Health Agency,Mcdowell Home Health Agency,131 Daniel Drive,Danville,KY,40422,,(859)236-8946,
1759,Home Health Agency,Green River District Hha,1600 Breckinridge Street,Owensboro,KY,42303,,(270)686-8123,
1760,Home Health Agency,Lifeline Health Care Of Fayette,"100 John Southerland Drive, Suite 8",Nicholasville,KY,40356,,(859)272-9787,
1761,Home Health Agency,Vna Health At Home,"5111 Commerce Crossings Drive, Suite 110",Louisville,KY,40229,,(502)584-2456,
1762,Home Health Agency,St. Elizabeth Home Care,8100 Burlington Pike,Florence,KY,41042,,(859)283-1500,
1763,Home Health Agency,Amedisys Home Health Services,"13101 Magisterial Drive, Suite 101",Louisville,KY,40223,,(502)244-5441,
1764,Home Health Agency,Centerwell Certified Health Care Corporation Dba Centerwell Home Health,2114 Chamber Center Drive,Fort Mitchell,KY,41017,,(859)331-5800,
1765,Home Health Agency,"Hospice Of The Bluegrass, Inc. Dba Bluegrass Care Navigators Dba Bluegrass Home Health Care",1317 Us 62 East,Cynthiana,KY,41031,,(859)234-8750,
1766,Long Term Care,Sayre Christian Village Nursing Home,3775 Belleau Wood Drive,Lexington,KY,40517,Penny Upton,(859)271-9000,"Sayre Christian Village Nursing Home, Inc."
1767,Nursing Home,Sayre Christian Village Nursing Home,3775 Belleau Wood Drive,Lexington           ,KY,40517,,(859)271-9000,
1768,Home Health Agency,"Centerwell Health Services Usa, Llc","2411 Ring Road, Suite 106",Elizabethtown,KY,42701,,(270)763-9242,
1769,Home Health Agency,Caretenders,"771 Corporate Drive, Suite 1020",Lexington,KY,40503,,(859)276-5369,
1770,Home Health Agency,"Caresouth Hha Holdings Of Winchester, Llc Dba Enhabit Home Health",2625 Frederica Street Suite 1A,Owensboro,KY,42301,,(270)685-4663,
1771,Home Health Agency,Amedisys Home Health Care Services,"9000 Wessex Place, Suite 304",Louisville,KY,40222,,(502)429-4550,
1772,Home Health Agency,Baptist Health Home Care Louisville,"950 Breckenridge Lane, Suite 110",Louisville,KY,40207,,(502)454-5656,
1773,Home Health Agency,Centerwell Home Health ,710 Executive Park,Louisville,KY,40207,,(502)895-4213,
1774,Home Health Agency,Centerwell Certified Health Care Corporation,"1300 E New Circle Road, Suite 180",Lexington,KY,40505,,(859)252-4206,
1775,Home Health Agency,Caretenders,"2200 East Parrish Avenue, Bldg E, Suite 203",Owensboro,KY,42303,,(270)685-3876,
1776,Home Health Agency,Twin Lakes Home Health,2337 Elizabethtown Road,Leitchfield,KY,42754,,(270)230-0272,
1777,Home Health Agency,"Arc Richmond Place, Llc Dba Frankfort Regional Healthcare At Home","2041 Creative Drive, Suite 250",Lexington,KY,40505,,(859)269-2587,
1778,Home Health Agency,Baptist Health Home Care Lexington,2100 Nicholasville Road,Lexington,KY,40503,,(859)260-6569,
1779,Home Health Agency,Amedisys Home Health,"937 Campbellsville Road, Suite 903",Columbia,KY,42728,,(270)384-6411,
1780,Home Health Agency,Commonwealth Home Health,"880 Corporate Drive, Suite 400",Lexington,KY,40503,,(859)255-4411,
1781,Home Health Agency,"Personal Touch Home Care Of Ky, Inc.",20 North Grand Avenue,Fort Thomas,KY,41075,,(859)441-0200,
1782,Home Health Agency,Owensboro Health Home Care,2816 Veach Rd Suite 303,Owensboro,KY,42302,,(270)688-6046,
1783,Home Health Agency,Vna Health At Home,"2464 Fortune Drive, Suite 110",Lexington,KY,40509,,(859)277-5111,
1784,Long Term Care,Hamilton Pointe Health And Rehab,3800 Eli Place,Newburgh,IN,47630,Shawn Cates,(812)858-5300,
1785,Home Health Agency,Caretenders,"1105 Juliana Court, Suite 3",Elizabethtown,KY,42701,,(270)234-2273,
1786,Home Health Agency,Amedisys Home Health Care Services,"833 Valley College Drive, Suite 5",Louisville,KY,40272,,(502)933-1311,
1787,Home Health Agency,Norton Home Health,"9510 Ormsby Station Road, Suite 100",Louisville,KY,40223,,(502)423-4336,
1788,Home Health Agency,Caretenders Of Northern Kentucky,"1717 Dixie Highway, Suite 240",Fort Wright,KY,41011,,(859)578-0022,
1789,Home Health Agency,Amedisys Home Health,"2480 Fortune Drive, Suite 120",Lexington,KY,40509,,(859)271-0611,
1790,Home Health Agency,Amedisys Home Health,"2200 East Parrish Avenue, Suite 103E",Owensboro,KY,42303,,(270)852-4811,
1791,Home Health Agency,Commonwealth Home Health,"1001 Gibson Drive, Suite 102",Richmond,KY,40475,,(859)623-1075,
1792,Home Health Agency,Amedisys Home Health Of Kentucky,533 Centre View Boulevard,Crestview Hills,KY,41017,,(859)441-7999,
1793,Hospice,Saint Elizabeth Medical Center-Carol Ann And Ralph,483 South Loop Drive,Edgewood,KY,41017,Amy Thompson,(859)301-4600,St. Elizabeth Medical Center
1794,Non Freestanding Residential Care,Hamilton Pointe Health And Rehab,3800 Eli Place,Newburgh,IN,47630,Shawn Cates,(812)858-5300,
1795,Hospice,Hospice Of Western Kentucky - Heartford House,2914 Old Hartford Road,Owensboro,KY,42303,Brenda Knollenberg,(270)926-7565,"Hospice & Palliative Care Of The Ohio Valley, Inc."
1796,Hospice,Shanti Niketan Hospice House,1020 Glenview Drive,Glasgow,KY,42141,Shara Page,(270)651-4363,Tj Samson Community Hospital
1797,Hospice,"Hosparus, Inc.",6200 Dutchmans Lane,Louisville,KY,40205,,(502)456-6200,
1798,Hospice,"Hospice Of The Bluegrass, Inc. Dba Bluegrass Care Navigators Dba Bluegrass Hospi",1733 Harrodsburg Rd,Lexington,KY,40504,,(859)276-5344,
1799,Hospice,Hospice Of Western Kentucky,3419 Wathens Crossing,Owensboro,KY,42301,,(270)926-7565,
1800,Hospice,"Heritage Hospice, Inc",120 Enterprise Drive,Danville,KY,40422,,(859)236-2425,
1801,Long Term Care,Klondike Nursing And Rehabilitation Center,3802 Klondike Lane,Louisville,KY,40218,Richard Seal,(502)452-1579,"Klondike Health Center, Llc"
1802,Hospice,Hospice Care Of St. Elizabeth Healthcare,483 South Loop Road,Edgewood,KY,41017,,(859)301-4600,
1803,Hospice,Vna Health At Home,711 Mcdowell Boulevard,Bardstown,KY,40004,,(502)349-5500,
1804,Hospice,Hospice East,407 Shoppers Drive,Winchester,KY,40392,,(859)744-9866,
1805,Hospice,Hospice Of Ohio County,107 Gillespie Street,Hartford,KY,42347,,(270)298-9507,
1806,Nursing Home,Klondike Nursing And Rehabilitation Center,3802 Klondike Lane,Louisville,KY,40218,,(502)452-1579,
1807,Long Term Care,Brookdale Bloomington,3802 Sare Rd,Bloomington,IN,47401,Michael Bolling,(812)330-0885,
1808,Hospital-Owned Pain Management Clinic,Interventional Pain Associates,"2400 Greatstone Point, Suite A100",Lexington,KY,40504,Jantzen Merriman,(859)323-7246,University Of Kentucky Hospital
1809,Residential Care,Brookdale Bloomington,3802 Sare Rd,Bloomington,IN,47401,Michael Bolling,(812)330-0885,
1810,Hospital-Owned Pain Management Clinic,Norton Pain Management Associates,4915 Norton Healthcare Blvd,Louisville,KY,40241,Ruth Wilkerson,(502)629-5445,Community Medical Associates
1811,Hospital-Owned Pain Management Clinic,Owensboro Health Pain Management,"1000 Breckenridge Street, Suite 205",Owensboro,KY,42303,Libby Hayden,(270)688-3550,"Owensboro Health Medical Group, Inc."
1812,Hospital-Owned Pain Management Clinic,Uofl Health Medical Center Northeast,2401 Terra Crossing Blvd,Louisville,KY,40245,Angelica Thompson,(502)259-6061,"Uofl Health-Louisville, Inc. D/B/A Uofl Health-Jew"
1813,Mrdd Group Homes,Cedar Lake Residences Group Home,618 Bellewood Road,Anchorage,KY,40223,Ilese Anderson,(502)222-2058,"Cedar Lake Residences, Inc."
1814,Mrdd Group Homes,Day Spring Men'S Home,3421 Day Spring Court,Louisville,KY,40213,Susan Miller,(502)636-5990,"Day Spring, Inc."
1815,Mrdd Group Homes,Day Spring Women'S Home,3439 Day Spring Court,Louisville,KY,40213,Susan Miller,(502)636-5990,"Day Spring, Incorporated"
1816,Mrdd Group Homes,Egan House,25 East Crescent Avenue,Newport,KY,41071,Terri Angel,(859)491-9191,"The Point/Arc Of Northern Kentucky, Inc."
1817,Mrdd Group Homes,Family First Living Facility Llc,1834 West Ormsby,Louisville,KY,40210,Darrin Harsley,(216)319-0759,Darrin Harsley
1818,Mrdd Group Homes,"Green River Independent Living Ii, Inc",316 East 8Th Street,Beaver Dam,KY,42320,Hollis Willaimson,(270)689-6540,"Green River Independent Living Ii, Inc."
1819,Mrdd Group Homes,Hallmark Group Home,606 Hooks Lane,Hardinsburg,KY,40143,Lisa Wise,(270)756-5358,"Communicare, Incorporated"
1820,Mrdd Group Homes,Marc-Anchor House,1910 Brandenburg Road,Brandenburg,KY,40108,Will Parker,(270)422-5335,"Meade Association For Remarkable Citizens, Inc."
1821,Mrdd Group Homes,Michael Zalla House,3102 Locust Hollow Lane,Edgewood,KY,41017,Terri Angel,(859)491-9191,The Point/Arc Of Northern Kentucky
1822,Laboratories,University Dermatopathology,3810 Springhurst Blvd,Louisville,KY,40241,Malone Janine,(502) 690-7006,"University Dermatopathology Consultants, Llc"
1823,Physician Office Laboratories,University Dermatopathology,3810 Springhurst Blvd,Louisville,KY,40241,Janine Malone,(502) 690-7006,"University Dermatopathology Consultants, Llc"
1824,Mrdd Group Homes,Quest Farm / Volunteer House # 3, 627 Glass Pike,Georgetown,KY,40324,Spencer Wahl,(502)535-6064,"Quest Farm, Inc."
1825,Mrdd Group Homes,The Point,890 Gilbert Ridge Road,Alexandria,KY,41001,Terri Angel,(859)491-9191,The Point/Arc Of Northern Kentucky
1826,Mrdd Group Homes,The Point (Collier),2992 Collier Lane,Burlington,KY,41005,Terri Angel,(859)491-9191,The Point Arc Of N. Ky
1827,Mrdd Group Homes,The Point (Fischer),884 Gilbert Ridge Road,Alexandria,KY,41001,Terri Angel,(859)491-9191,The Point/ Arc Of N Ky
1828,Mrdd Group Homes,The Point (Meadowview Drive),8266 Meadowview Drive,Florence,KY,41042,Terri Angel,(859)491-9191,The Point Arc Of N. Ky
1829,Mrdd Group Homes,Tom Mckay Center,329 South Third Street,Bardstown,KY,40004,Lisa Wise,(502)348-6090,"Communicare, Inc."
1830,Mrdd Group Homes,"Voa/Orv Bunker Hill Court, Inc",11567 Bunker Hill Court,Independence,KY,41051,Barbara Mckee,(859)372-5600,"Volunteers Of America Of Kentucky, Inc"
1831,Mrdd Group Homes,"Voa/Orv Hopeful Road, Inc",6772 Hopeful Road,Florence,KY,41042,Elizabeth Gabbord,(859)372-5600,"Volunteers Of America Of Kentucky, Inc"
1832,Mrdd Group Homes,"Voa/Orv River Road, Inc",435 River Road,Fort Thomas,KY,41075,Elizabeth Gabbord,(859)372-5600,"Volunteers Of America Of Kentucky, Inc"
1833,Long Term Care,Woodcrest Nursing And Rehabilitation Center,3876 Turkeyfoot Road,Elsmere,KY,41018,Jeffrey Weiner,(859)342-8775,"Woodcrest Operating Company, Llc"
1834,Nursing Home,Glenview Health And Rehabilitation,1002 Glenview Crive,Glasgow,KY,42141,,(270)651-8332,
1835,Nursing Home,Signature Healthcare Of Glasgow Rehab & Wellness Center,220 Westwood Street,Glasgow,KY,42141,,(270)651-3499,
1836,Nursing Home,Woodcrest Nursing And Rehabilitation Center,3876 Turkeyfoot Road,Elsmere,KY,41018,,(859)342-8775,
1837,Nursing Home,Belmont Terrace Nursing And Rehabilitation Center,7300 Woodspoint Drive,Florence            ,KY,41042,,(859)371-5731,
1838,Long Term Care,Cedar Creek Of Logansport,3901 High Street Rd,Logansport,IN,46947,Jason Wafford,(574)739-2134,
1839,Residential Care,Cedar Creek Of Logansport,3901 High Street Rd,Logansport,IN,46947,Jason Wafford,(574)739-2134,
1840,Ambulatory Surgical Center,U Of L Health- Medical Center East,3920 Dutchman'S Lane,Louisville,KY,40207,Angelica Thompson,(502)259-6000,"U Of L Health-Louisville, Inc."
1841,Freestanding Or Mobile Technology,Uofl Health -  Medical Center East,3920 Dutchman'S Lane,Louisville,KY,40207,Angelica Thompson,(502)259-6010,"Uofl Health-Louisville, Inc."
1842,Long Term Care,Bennett Place,3928 Horne Ave,New Albany,IN,47150,Jason Kirby,(812)948-1960,
1843,Residential Care,Bennett Place,3928 Horne Ave,New Albany,IN,47150,Jason Kirby,(812)948-1960,
1844,Long Term Care,Signature Healthcare At Summit Manor Rehab And Welln,400 Bomar Heights,Columbia,KY,42728,Misty Morgeson,(270)384-2153,"Lp Columbia Ky, Llc"
1845,Nursing Home,Signature Healthcare At Summit Manor Rehab And Wellness Center,400 Bomar Heights,Columbia,KY,42728,,(270)384-2153,
1846,Physician Office Laboratories,Commonwealth Pain Associates Pllc,400 Executive Park,Louisville,KY,40207,,(502) 855-7200,
1847,Nursing Home,Carmel Home,2501 Old Hartford Road,Owensboro,KY,42303,,(270)683-0227,
1848,Nursing Home,Hermitage Care And Rehabilitation Center,1614 West Parrish Avenue,Owensboro,KY,42301,,(270)684-4559,
1849,Nursing Home,Signature Healthcare At Hillcrest,3740 Old Hartford Road,Owensboro,KY,42303,,(270)684-7259,
1850,Nursing Home,Chautauqua Health And Rehabilitation,1205 Leitchfield Road,Owensboro           ,KY,42303,,(270)684-0464,
1851,Nursing Home,Twin Rivers Nursing And Rehabilitation Center,2420 West Third Street,Owensboro,KY,42301,,(270)685-3141,
1852,Physician Office Laboratories,Metro Pain Associates,400 Executive Park,Louisville,KY,40207,,(502) 896-9943,
1853,Hospital,Baptist Health Louisville,4000 Kresge Way,Louisville,KY,40207,"Jonathan Velez, Md",502-897-8100,"Baptist Healthcare Systems, Inc."
1854,Sane Ready Hospitals,Baptist Health Louisville,4000 Kresge Way,Louisville,KY,40207,David Gray,502-897-8100,"Baptist Healthcare System, Inc"
1855,Ambulatory Surgical Center,Dupont Surgery Center,4004 Dupont Circle,Louisville,KY,40207,,(502)896-6428,
1856,Physician Office Laboratories,Koby Karp Doctors Eye Institute,4004 Dupont Circle,Louisville,KY,40207,,(502) 897-1604,
1857,Long Term Care,The Pavilion At Kenton,401 East 20Th Street,Covington,KY,41014,Christina Frey,(859)283-6600,"Pavilion At Kenton For Nursing And Rehabilitation, Llc"
1858,Nursing Home,The Pavilion At Kenton,401 East 20Th Street,Covington,KY,41014,,(859)283-6600,
1859,Physician Office Laboratories,Grw Lab,404 Shoppers Drive,Winchester,KY,40391,,(859) 737-5333,
1860,Physician Office Laboratories,"Kentucky Orthopaedics & Spine, Pllc",404 Shoppers Drive,Winchester,KY,40391,,(859) 737-5333,
1861,Physician Office Laboratories,"Kidney + Hypertension Center, The",405 Violet Rd,Crittenden,KY,41030,,(859) 341-6281,
1862,Physician Office Laboratories,St Elizabeth Physicians Womens Health Crittenden,405 Violet Rd,Crittenden,KY,41030,,(859) 428-2770,
1863,Physician Office Laboratories,Frogge Family Medicine,410 Hotchkiss St,Campbellsville,KY,42718,,(270) 465-0191,
1864,Physician Office Laboratories,Tucker Family Medicine,410 Hotchkiss St,Campbellsville,KY,42718,,(270) 465-0191,
1865,Long Term Care,Aperion Care Hanover,410 W Lagrange Rd,Hanover,IN,47243,Jay Nowlin,(812)866-2625,
1866,Non Freestanding Residential Care,Aperion Care Hanover,410 W Lagrange Rd,Hanover,IN,47243,Jay Nowlin,(812)866-2625,
1867,Assisted Living Communities,Forest Springs Health Campus,4120 Wooded Acre Lane,Louisville,KY,40245,Lawrence Reed,(502) 243-1643,
1868,Long Term Care,Forest Springs Health Campus,4120 Wooded Acre Lane,Louisville,KY,40245,Christian Carpenter,(502)243-1643,"Trilogy Healthcare Of Louisville Northeast, Llc"
1869,Nursing Home,Forest Springs Health Campus,4120 Wooded Acre Lane,Louisville          ,KY,40245,,(502)243-1643,
1870,Nursing Home,Cherokee Park Rehabilitation,2100 Cherokee Ridge Way,Louisville,KY,40205,,(502)451-0990,
1871,Laboratories,Louisville Reproductive Center,4123 Dutchmans Lane Ste 416,Louisville,KY,40207,Schenkman Eva,(502) 897-2144,Louisville Reproductive Center
1872,Physician Office Laboratories,Louisville Reproductive Center,4123 Dutchmans Lane Ste 416,Louisville,KY,40207,Maria Bastias,(502) 897-2144,
1873,Nursing Home,Wesley Manor,5012 East Manslick Road,Louisville,KY,40219,,(502)969-3277,
1874,Nursing Home,Clifton Heights,446 Mt. Holly Avenue,Louisville          ,KY,40206,,(502)897-1646,
1875,Behavioral Health Services Org.,"Brightview, Llc",4135 Dixie Highway,Erlanger,KY,41018,Chad Smith,(812)701-3259,"Brightview, Llc"
1876,Physician Office Laboratories,"Brightview, Llc - Erlanger Ky Office",4135 Dixie Highway,Erlanger,KY,41018,,(833) 510-4357,
1877,Nursing Home,Seneca Place,3526 Dutchman'S Lane,Louisville,KY,40205,,(502)452-6331,
1878,Long Term Care,Louisville East Post Acute,4200 Browns Lane,Louisville,KY,40220,Benjamin Brednich,(502)459-8900,"Louisville East Post Acute, Llc"
1879,Nursing Home,Louisville East Post Acute,4200 Browns Lane,Louisville          ,KY,40220,,(502)459-8900,
1880,Long Term Care,Bell Oaks Place,4200 Wyntree Dr,Newburgh,IN,47630,,(812)858-0488,
1881,Nursing Home,Sunrise Manor Nursing Home,717 North Lincoln Boulevard,Hodgenville,KY,42748,,(270)358-3103,
1882,Outpatient Physical Therapy,"Legacy Healthcare Services, Inc",4200 Wyntree Dr,Newburgh,IN,47630,,,
1883,Nursing Home,Berea Health And Rehabilitation,601 Richmond Road,Berea,KY,40403,,(859)986-4710,
1884,Residential Care,Bell Oaks Place,4200 Wyntree Dr,Newburgh,IN,47630,,(812)858-0488,
1885,Nursing Home,Brandenburg Nursing And Rehabilitation Center,814 Old Ekron Road,Brandenburg,KY,40108,,(270)551-3900,
1886,Long Term Care,Heritage Woods Of Newburgh,4211 Grimm Road,Newburgh,IN,47630,Samuel Creel,(812)853-9810,
1887,Residential Care,Heritage Woods Of Newburgh,4211 Grimm Road,Newburgh,IN,47630,Samuel Creel,(812)853-9810,
1888,Long Term Care,Villaspring Of Erlanger,4220 Houston Road,Erlanger,KY,41018,Amber Reilly,(859)727-6700,"Villaspring Health Care Center, Llc"
1889,Nursing Home,"Beaver Dam Nursing & Rehab Center, Inc.",1595 S Us Highway 231,Beaver Dam,KY,42320,,(270)274-9646,
1890,Nursing Home,Signature Healthcare Of Hartford Rehab & Wellness Center,114 Mcmurtry,Hartford,KY,42347,,(270)298-7437,
1891,Nursing Home,River Valley Nursing Home,305 Taylor Street ,Butler,KY,41006,,(859)472-2217,
1892,Nursing Home,Villaspring Of Erlanger,4220 Houston Road,Erlanger,KY,41018,,(859)727-6700,
1893,Assisted Living Communities,Westport Place Health Campus,4247 Westport Road,Louisville,KY,40207,Christina Bosemer,(502) 893-3033,
